symbol,name,lastSale,marketCap,iPOyear,sector,industry,Summary Quote
IDXX,"IDEXX Laboratories, Inc.",167.52,$14.76B,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",17.1,$367.16M,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",19.8001,$78.02M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,13.79,$195.45M,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ifmk
RXDX,"Ignyta, Inc.",9.55,$536.82M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
INFO,IHS Markit Ltd.,46.53,$18.57B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,37.8,$2.39B,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",11.96,$821.93M,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,9.002,$18.18M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILG,"ILG, Inc",26.52,$3.31B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
ILMN,"Illumina, Inc.",174.92,$25.54B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",3.55,$18.28M,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,8.65,$252.29M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,6.62,$32.1M,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,11.5,$294.07M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,2.27,$22.62M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMGN,"ImmunoGen, Inc.",6.96,$621.86M,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",8.75,$965.11M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,6.1,$19.83M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,1.1417,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrnw
IPXL,"Impax Laboratories, Inc.",19.95,$1.47B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMPV,"Imperva, Inc.",45.05,$1.51B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
PI,"Impinj, Inc.",50.77,$1.05B,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",2.56,$51.37M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",55.45,$3B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
INCY,Incyte Corporation,135.74,$27.8B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,71.3,$1.94B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,20.6,$439.46M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",60.1,$1.67B,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
INDUU,Industrea Acquisition Corp.,10.04,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induu
IDSA,"Industrial Services of America, Inc.",1.58,$12.76M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,11.73,$1.72B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",1.44,$72.64M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,100.25,$1.11B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,"Information Services Group, Inc.",4.07,$175.21M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.5197,$7.48M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",29.45,$596.65M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",11.57,$625.92M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.6499,$42.7M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",42.15,$820.92M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,62.5,$1.51B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",4.12,$69.15M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",13.77,$1.51B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",93.97,$1.93B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,0.9388,$25.33M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",13,$1.9B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",5.52,$428.16M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INPX,Inpixon ,0.5892,$2.53M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,1.26,$70.52M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",40.78,$1.46B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",1.03,$12.01M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",16.36,$1.02B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",11.05,$247.41M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
IIIN,"Insteel Industries, Inc.",26.45,$503.22M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,51.31,$2.97B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",11.39,$821.51M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,5.6,$76.93M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,49.95,$3.78B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",26.05,$3.46B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
INTC,Intel Corporation,35.31,$166.27B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
NTLA,"Intellia Therapeutics, Inc.",17.04,$613.93M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,1.41,$43.1M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",38.65,$1.2B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",39.98,$16.37B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",135.03,$3.38B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",74.9,$2.6B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",18.9,$1.19B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",8.707,$63.86M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",0.9501,$47.09M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,3.83,$314.53M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,35.15,$2.32B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,35.6,$1.59B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,6.0692,$116.55M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",9.1,$820.1M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",0.945,$17.66M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",27.25,$784.05M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",4.49,$107.19M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
IVAC,"Intevac, Inc.",11.1,$237.89M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,38.91,$726.73M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,11.72,$508.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,7.575,$51.84M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,135.64,$34.75B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",941.2,$34.97B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
SNAK,"Inventure Foods, Inc.",3.9,$76.78M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,22.65,$199.36M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",13.1,$4.07B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,176.24,$332.4M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,2.45,$78.78M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",6.7,$113.73M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",52.77,$6.54B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",5.8,$361.64M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/iova
IPAS,iPass Inc.,1.24,$81.57M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTYS,iPath US Treasury 10-year Bear ETN,16.45,$47.25M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DTYL,iPath US Treasury 10-year Bull ETN,76.61,$5.27M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
DTUS,iPath US Treasury 2-year Bear ETN,30.8358,$8M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTUL,iPath US Treasury 2-year Bull ETN,64.42,$4.45M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVS,iPath US Treasury 5-year Bear ETN,28.4701,$1.24M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DFVL,iPath US Treasury 5-year Bull ETN,67.43,$4.89M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
FLAT,iPath US Treasury Flattener ETN,62.4572,$3.51M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
DLBS,iPath US Treasury Long Bond Bear ETN,17.42,$18.27M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
DLBL,iPath US Treasury Long Bond Bull ETN,77.2,$5.4M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
STPP,iPath US Treasury Steepener ETN,32.202,$3.34M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
IPGP,IPG Photonics Corporation,154.05,$8.27B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
CSML,IQ Chaikin U.S. Small Cap ETF,25.46,$146.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csml
IRMD,iRadimed Corporation,9.8,$105.35M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",40.87,$908.47M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,9.47,$109.33M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,10.35,$1.01B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,383.596,$191.8M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,107.25,$2.94B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",17.6,$2.62B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,54,$1.7B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,25.5435,$11.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.67,$496.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,iShares 20+ Year Treasury Bond ETF,123.89,$7.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,iShares Asia 50 ETF,59.88,$437.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,33.87,$206.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,iShares Core MSCI Total International Stock ETF,59.36,$6.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.13,$10.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susb
SUSC,iShares ESG USD Corporate Bond ETF,25.23,$10.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susc
FALN,iShares Fallen Angels USD Bond ETF,27.63,$11.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.28,$38.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.31,$548.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,45,$1.72B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,49.8,$139.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,52.5,$10.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
JKI,iShares Morningstar Mid-Cap ETF,149.54,$381.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,47.12,$2.51B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,67.2,$7.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,70.7,$4.1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,14.63,$56.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,59.26,$2.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,iShares MSCI EAFE ESG Optimized ETF,64.3116,$122.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,iShares MSCI EAFE Small-Cap ETF,59.58,$8.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,iShares MSCI EM ESG Optimized ETF,67.68,$74.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,iShares MSCI Emerging Markets Asia Index Fund,68.04,$421.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EMXC,iShares MSCI Emerging Markets ex China ETF,50.67,$10.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emxc
EUFN,iShares MSCI Europe Financials Sector Index Fund,23.14,$1.56B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,53.85,$156.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
MPCT,iShares MSCI Global Impact ETF,55.46,$24.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,iShares MSCI New Zealand Capped ETF,47.35,$179.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,17.76,$52.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,17.63,$49.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,iShares MSCI USA ESG Optimized ETF,54.241,$5.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,iShares Nasdaq Biotechnology Index Fund,321.82,$9.94B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,148.13,$1.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,33.68,$50.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,9.01,$97.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,62.49,$266.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,35.62,$1.16B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,84.0968,$79.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,98.16,$657.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISRL,"Isramco, Inc.",118.05,$320.82M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",6.25,$203.08M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
ITRI,"Itron, Inc.",72.5,$2.8B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,30.75,$721.87M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,0.8101,$12.25M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
IXYS,IXYS Corporation,17.4,$557.05M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,1.86,$10.56M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,130.62,$2.45B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",37.5,$75.59M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",90.37,$9.89B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",85.29,$4.11B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",6.36,$302.55M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",107.08,$8.31B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,92.65,$2.73B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,29.76,$53.76M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAGX,"Jaguar Animal Health, Inc.",0.715,$11.21M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",3.4,$91.38M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",8.84,$135.52M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,"James River Group Holdings, Ltd.",39.9,$1.18B,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
SGQI,Janus Henderson SG Global Quality Income ETF,28.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,Janus Henderson Small Cap Growth Alpha ETF,33.5993,$6.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,34.5923,$12.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",1.28,$33.18M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.065,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,156.8,$9.42B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",45.22,$64.19B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.24,$52.94M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.28,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,10.798,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.2179,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,22.06,$7.36B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.1,$32.74M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,13.906,$31.23M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
WYIG,JM Global Holding Company,9.9801,$65.49M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,10.19,$66.87M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.29,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JMU,JMU Limited,2.13,$174.62M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
JBSS,"John B. Sanfilippo & Son, Inc.",68.62,$774.11M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,50.36,$503.34M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNCE,"Jounce Therapeutics, Inc.",12.91,$415.32M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/jnce
JNP,"Juniper Pharmaceuticals, Inc.",4.9,$53.13M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",28.78,$3.05B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",23.88,$1.02B,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,94.39,$1.6B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KALA,"Kala Pharmaceuticals, Inc.",20.37,$474.28M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kala
KALV,"KalVista Pharmaceuticals, Inc.",7.29,$70.81M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,4.5,$163.9M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",4.1,$196.89M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,8.91,$419.82M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KAAC,Kayne Anderson Acquisition Corp.,9.71,$457.97M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaac
